Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ATICO CEN:Zone Mean Air Temperature [C](Hourly),ATICO E:Zone Mean Air Temperature [C](Hourly),MODULO:Zone Mean Air Temperature [C](Hourly),ATICO O:Zone Mean Air Temperature [C](Hourly),ATICO CEN:Zone Air System Sensible Heating Energy [J](Hourly),ATICO E:Zone Air System Sensible Heating Energy [J](Hourly),MODULO:Zone Air System Sensible Heating Energy [J](Hourly),ATICO O:Zone Air System Sensible Heating Energy [J](Hourly) 
 11/21  21:00:00,0.9125,6.551820478677426,2.1805335515705215,12.39999999999926,1.8537118160912887,0.0,0.0,1367266.8703700626,0.0 
 11/21  22:00:00,0.5,5.288736225483225,1.3060855412897153,12.39998029508708,0.9904165656937111,0.0,0.0,1259472.2546000423,0.0 
 11/21  23:00:00,-0.5,2.8367222237529257,0.2021630794883509,12.401300123675755,-0.1115482376316913,0.0,0.0,1081444.6589822267,0.0 
 11/21  24:00:00,-2.4749999999999998,1.3967835442708843,-1.4801295766325842,12.400000249337725,-1.7944612384951076,0.0,0.0,1165630.2714317949,0.0 
 11/22  01:00:00,-3.3,0.592670090075105,-2.757560265928115,12.400000000000098,-3.065113682650813,0.0,0.0,1261880.5352548422,0.0 
 11/22  02:00:00,-3.3625,0.3915519483017171,-3.16719381183234,12.400000000000038,-3.460492086949932,0.0,0.0,1321218.138054532,0.0 
 11/22  03:00:00,-3.8999999999999996,0.30272297094703495,-3.423385483113037,12.400000000000169,-3.697852802855078,0.0,0.0,1393470.450154059,0.0 
 11/22  04:00:00,-4.637500000000001,0.0465416360916296,-3.8669178639463288,12.4000000000001,-4.1250343147119319,0.0,0.0,1476369.2941738624,0.0 
 11/22  05:00:00,-4.8374999999999999,-0.06691620599719495,-4.1885761251127209,12.400000000000084,-4.431586164567323,0.0,0.0,1564742.0862467588,0.0 
 11/22  06:00:00,-4.425,4.857559034400483,2.064613182377199,12.399324826179008,1.8540816969802133,0.0,0.0,1318684.6913619005,0.0 
 11/22  07:00:00,-2.7625,10.81216119188041,9.462178429356744,12.400095789584129,9.344852357433874,0.0,0.0,940525.1764006412,0.0 
 11/22  08:00:00,0.10000000000000006,19.57138613396012,18.453899755068457,12.39913490678952,18.943528410871936,0.0,0.0,535641.190708159,0.0 
 11/22  09:00:00,3.7375,28.700784505386719,29.267094434770525,12.398613450994585,30.242262140497,0.0,0.0,87402.03043941839,0.0 
 11/22  10:00:00,7.200000000000001,32.3302102644238,34.13454736960217,12.396332576996578,34.7031501267333,0.0,0.0,0.0,0.0 
 11/22  11:00:00,9.4625,33.60431995546169,36.553341314265207,12.399986563990014,36.669963479051009,0.0,0.0,0.0,0.0 
 11/22  12:00:00,11.0375,33.311781549726,37.456954581583278,12.40036745290505,37.28313102818905,0.0,0.0,0.0,0.0 
 11/22  13:00:00,12.1625,33.5469776720402,37.35398312414202,12.398790659046988,36.64543958769109,0.0,0.0,0.0,0.0 
 11/22  14:00:00,12.875000000000002,28.332268446651989,34.14379281310963,12.40124700056326,32.540955495657488,0.0,0.0,0.0,0.0 
 11/22  15:00:00,12.725,21.537024451240169,28.371766411929817,12.400000117941442,26.216630127654648,0.0,0.0,0.0,0.0 
 11/22  16:00:00,11.0625,16.970329998149997,20.27987005054543,12.399999781720684,18.762796702689216,0.0,0.0,258922.95816562157,0.0 
 11/22  17:00:00,9.1375,12.397954489367148,12.409446690365864,12.399998112505877,11.846279325017833,0.0,0.0,639526.0697053394,0.0 
 11/22  18:00:00,6.5625,8.824926782386422,7.467634197241708,12.399990402866404,7.1619185677810839,0.0,0.0,900230.2294939987,0.0 
 11/22  19:00:00,5.4,6.754477859134033,5.041090745224059,12.399981632261302,4.771520361503412,0.0,0.0,1030985.3537117422,0.0 
 11/22  20:00:00,3.1500000000000005,4.925360845391652,3.5550196895856098,12.401029852663268,3.297399949525894,0.0,0.0,1076038.848831832,0.0 
 11/22  21:00:00,1.4875,3.61497527749336,1.7207359572374444,12.40000000357881,1.4647627847130478,0.0,0.0,1184758.178708076,0.0 
 11/22  22:00:00,1.1750000000000003,3.411179535858375,1.0866559661596203,12.400000000000118,0.8448760630965759,0.0,0.0,1253907.8749394629,0.0 
 11/22  23:00:00,0.725,3.8778926600522416,0.9481749942918781,12.400000000000127,0.7298511440022203,0.0,0.0,1348723.086774238,0.0 
 11/22  24:00:00,0.37500000000000008,3.3240476162008676,0.5066104800604172,12.399907851466356,0.3024150564190505,0.0,0.0,1331190.4801041468,0.0 
 11/23  01:00:00,-0.38750000000000009,2.487021948188847,-0.25449941863660016,12.399999999145747,-0.45226329512091859,0.0,0.0,1334545.5519508739,0.0 
 11/23  02:00:00,-1.55,1.867147708944679,-1.1134213074848008,12.400000000000123,-1.3005090175496117,0.0,0.0,1406922.3319481118,0.0 
 11/23  03:00:00,-2.375,1.389887822748493,-1.9293549057343374,12.4000000000001,-2.1067950477844898,0.0,0.0,1491821.2417837196,0.0 
 11/23  04:00:00,-2.6625000000000007,1.0845948611577594,-2.4581829593084705,12.40000000000008,-2.6271958948947295,0.0,0.0,1556000.0876309979,0.0 
 11/23  05:00:00,-3.0125,0.8893972938325636,-2.779794290233908,12.400000000000168,-2.9388928744733144,0.0,0.0,1616860.3526196182,0.0 
 11/23  06:00:00,-3.8875,9.100761562253725,6.115221394772055,12.399848608020907,6.9959792516238139,0.0,0.0,1323267.8006259944,0.0 
 11/23  07:00:00,-1.4249999999999999,17.76640906469968,13.842677549445075,12.399577376419814,15.80595105491972,0.0,0.0,909726.5360053999,0.0 
 11/23  08:00:00,3.8000000000000004,25.518516722796727,22.430603984143386,12.398496919721222,24.707908333417234,0.0,0.0,476016.7783857386,0.0 
 11/23  09:00:00,7.775,31.3669231716841,30.765375525226653,12.398051527002594,32.47484055021957,0.0,0.0,36022.443218898596,0.0 
 11/23  10:00:00,9.8375,32.176519932619,32.90855648405392,12.401650393840268,33.93030831627794,0.0,0.0,0.0,0.0 
 11/23  11:00:00,11.212499999999999,30.06625947632091,31.44078094701795,12.404537567052472,31.628007596671574,0.0,0.0,0.0,0.0 
 11/23  12:00:00,11.8875,24.29292464915884,25.47443865726398,12.4028224904826,25.420678760217795,0.0,0.0,30734.04061101766,0.0 
 11/23  13:00:00,10.812500000000002,20.271155584275417,22.168706112711268,12.400409732697124,22.068500407003869,0.0,0.0,268133.8727403143,0.0 
 11/23  14:00:00,9.35,17.331678409440113,20.159270168072376,12.399994014359527,20.029928314290396,0.0,0.0,504599.6712688436,0.0 
 11/23  15:00:00,8.65,14.900979815055239,16.06327721387089,12.399997630805937,15.933117314334286,0.0,0.0,596709.2555349914,0.0 
 11/23  16:00:00,7.4375,11.574310135296896,10.940874354088248,12.39999719467541,10.770366119712872,0.0,0.0,809985.356353937,0.0 
 11/23  17:00:00,6.362499999999999,10.071890489893992,7.401840727124441,12.399998301720359,7.207505164598351,0.0,0.0,1216567.055522253,0.0 
 11/23  18:00:00,4.725,9.283037175014009,5.2218015724740429,12.399999999489893,5.013940578428793,0.0,0.0,1537733.9923127699,0.0 
 11/23  19:00:00,3.275,7.724510814359608,3.609894484605778,12.400000000000059,3.392113430177998,0.0,0.0,1502841.7906937698,0.0 
 11/23  20:00:00,1.8375,4.776526643013183,2.2263420700523954,12.400686746065573,1.9970118856463513,0.0,0.0,1273067.2552759476,0.0 
 11/23  21:00:00,0.1375,3.176778104849393,0.699696839021329,12.400014443705907,0.4603763559969952,0.0,0.0,1321505.7318901558,0.0 
