Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ATICO CEN:Zone Mean Air Temperature [C](Hourly),ATICO E:Zone Mean Air Temperature [C](Hourly),MODULO:Zone Mean Air Temperature [C](Hourly),ATICO O:Zone Mean Air Temperature [C](Hourly) 
 12/10  05:00:00,1.075,-0.02945371667746524,-0.6374490853176088,5.435992447325442,-0.8400645252160015 
 12/10  06:00:00,1.125,9.124905144584739,4.9305775156075699,5.849604889173255,6.0092670869608819 
 12/10  07:00:00,2.5124999999999999,18.506557359970317,10.84529601582506,7.671837139419201,12.825100612250046 
 12/10  08:00:00,4.9875,24.150046357048418,16.25604313548642,9.149445685213344,17.835692681098167 
 12/10  09:00:00,6.25,28.4793474464947,20.266977272567425,11.485105014954844,21.542817236266776 
 12/10  10:00:00,7.775,30.912718447548114,22.983618819825169,12.636558399999235,23.70711345002929 
 12/10  11:00:00,9.4125,30.921980927520925,23.820024797360568,13.309907691440222,23.978139899696779 
 12/10  12:00:00,10.712499999999999,31.066097433309254,24.554893641333444,13.854691984481472,24.421776219821198 
 12/10  13:00:00,11.6375,32.00948218905591,25.330125781271116,14.484085651936799,24.44945854117815 
 12/10  14:00:00,12.3375,31.016721538659114,24.771277748719926,14.558617734719889,23.358561886061645 
 12/10  15:00:00,13.225,28.6647297059998,23.628793571686697,14.208353050647496,21.745575151066487 
 12/10  16:00:00,13.037499999999998,18.539107691471068,16.745488837249039,12.682531539801888,16.071513292502453 
 12/10  17:00:00,10.45,11.570801048214014,11.179459463767247,10.977457573739584,10.887568757280281 
 12/10  18:00:00,7.4125,7.224809283340522,7.351103542743199,9.85035731542975,7.063038429475899 
 12/10  19:00:00,5.4,5.285248192509028,5.4232903738106759,8.657331345625693,5.149343394391586 
 12/10  20:00:00,4.2375,4.263130645130408,4.330383733550397,8.101100684127687,4.0706687016021398 
 12/10  21:00:00,3.4,3.3516882200644266,3.325978970938978,7.771314628438308,3.0706802507682258 
 12/10  22:00:00,2.8500000000000007,2.8507909728125497,2.7219085488330898,7.52267487633351,2.477306386400488 
 12/10  23:00:00,2.45,2.3307454917870724,2.132588570058113,7.339860739000129,1.8954833058685515 
 12/10  24:00:00,1.7374999999999999,1.6646588528275404,1.3794022344808759,7.094891630576242,1.1472900930114745 
 12/11  01:00:00,1.025,1.0396099342379913,0.6737681765231295,6.827103482959796,0.4504477551478183 
 12/11  02:00:00,0.48750000000000007,0.4005376092384084,-0.05818159877984949,6.580214573119933,-0.277000099333382 
 12/11  03:00:00,-0.012500000000000011,-0.000999423023100951,-0.5352718170252743,6.331374017343051,-0.7449993097440063 
 12/11  04:00:00,0.05,-0.14571445070817089,-0.7255567730391348,6.177865652183182,-0.9253794980020654 
 12/11  05:00:00,0.012500000000000005,-0.21805374351785779,-0.8345348265249428,6.038589761014161,-1.0272253492597044 
 12/11  06:00:00,-0.28750000000000006,6.061921748050729,3.416065017041415,6.311094957783985,3.297488036168078 
 12/11  07:00:00,-0.08750000000000002,11.830851071924105,8.037534851012904,7.943916591798425,8.158152890753854 
 12/11  08:00:00,0.8500000000000001,20.437039330663994,13.943898529269895,9.16881769815741,14.836610968877656 
 12/11  09:00:00,2.9875,26.626735466204616,19.195220529821069,11.685274384115715,20.163513003503 
 12/11  10:00:00,6.375000000000001,28.53500083283123,21.88967980178086,12.849654601774964,22.160788622996287 
 12/11  11:00:00,8.799999999999999,27.065031784898303,21.25838626871451,13.166247051967686,21.17481752430105 
 12/11  12:00:00,7.9,21.837162022430094,17.318258302227,12.44321756281168,17.187487841334226 
 12/11  13:00:00,6.625,17.859934483886236,14.163540382355729,11.594107775018268,14.042779594852196 
 12/11  14:00:00,4.275,15.190907218876227,11.9894481526487,10.915092366687979,11.877540430721295 
 12/11  15:00:00,2.8125,11.639980210413313,9.127057171645589,9.962516238215507,8.984023056596655 
 12/11  16:00:00,3.2,7.875624043139585,6.444282618746904,8.999187584743062,6.260880406960053 
 12/11  17:00:00,3.9375,5.0191372151036159,4.301945857380211,8.225160970709777,4.096473224342407 
 12/11  18:00:00,3.6375,3.413723865623815,3.102839519997064,8.106678764187283,2.893134490801511 
 12/11  19:00:00,3.1125,2.7134413164292638,2.416402289674524,7.236791885689576,2.2081593054600594 
 12/11  20:00:00,2.8125,2.344637343177762,2.026344303836648,6.994278692806479,1.8211249335577478 
 12/11  21:00:00,2.7,2.0375943947404808,1.66501715800809,6.843865724895239,1.4624986841463999 
 12/11  22:00:00,2.325,1.6936764098547655,1.2750833297975895,6.6699794794290299,1.0768206229109499 
 12/11  23:00:00,1.725,1.151984514190168,0.6810228126199353,6.43430743585,0.4879800892601519 
 12/11  24:00:00,1.6250000000000003,1.0593797239155019,0.5349082010378008,6.2716190668145839,0.3507742355121629 
 12/12  01:00:00,1.7,1.2878231453646665,0.7997160585851948,6.196013759964479,0.6288671105134275 
 12/12  02:00:00,1.6375000000000002,1.0523936660315792,0.5165838587059587,6.077178765753084,0.3495729917876539 
 12/12  03:00:00,1.725,0.9689620496923759,0.3973192325129907,5.969679083436679,0.23501726804685986 
 12/12  04:00:00,1.8624999999999999,1.05078100357697,0.473665599539703,5.885700454165411,0.31834143508034637 
 12/12  05:00:00,1.7125,0.9862290697312661,0.4228777586842652,5.758925838539614,0.27569894253427676 
 12/12  06:00:00,1.7875,4.673816185955873,3.0446101963797975,5.928979436059171,2.9194710539974557 
 12/12  07:00:00,1.775,8.607491556183199,6.118222899115363,7.03938733781916,5.993502106106078 
 12/12  08:00:00,2.075,11.387227824474941,8.208765465393587,7.609749363157817,8.080727782346897 
 12/12  09:00:00,2.9875,9.759078729981163,7.266207237780263,7.860026565653492,7.1623223827425 
 12/12  10:00:00,3.7125,12.382995935826175,9.23288088233732,8.368328508043615,9.111732587015683 
 12/12  11:00:00,4.2125,17.333827749928675,12.805766261470552,9.432517465679423,12.683108345555756 
 12/12  12:00:00,5.65,22.000281014925116,16.80987130343197,10.553364106958205,16.677568383086709 
 12/12  13:00:00,7.15,20.02746026808816,15.8615442337523,10.670546434442319,15.709648934128312 
 12/12  14:00:00,6.725,18.53963806722458,14.523770718779538,10.487734537910228,14.353301663944532 
 12/12  15:00:00,6.012500000000001,11.621752875155919,9.487476915721189,9.306851687907955,9.383393047911314 
 12/12  16:00:00,4.775,7.782819424250701,6.545981265364372,8.09822185825294,6.440057064533455 
