Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ATICO CEN:Zone Mean Air Temperature [C](Hourly),ATICO E:Zone Mean Air Temperature [C](Hourly),MODULO:Zone Mean Air Temperature [C](Hourly),ATICO O:Zone Mean Air Temperature [C](Hourly) 
 10/18  24:00:00,-5.3374999999999999,-4.231550867471123,-4.40705328117698,4.494314955107518,-4.75528787051886 
 10/19  01:00:00,-6.137499999999999,-5.2300267785108229,-5.611021506286161,4.041702978481116,-5.940529014921316 
 10/19  02:00:00,-7.7875000000000009,-6.1477891272826759,-6.621108833444694,3.5387793031579717,-6.9300804422208819 
 10/19  03:00:00,-8.425,-6.964007893412209,-7.618475528203249,3.0944909142958125,-7.9080943887104599 
 10/19  04:00:00,-9.1375,-7.392000361412875,-8.117522335739725,2.7332743843173135,-8.388318595841917 
 10/19  05:00:00,-10.325,-8.195236260158602,-9.012314167311939,2.2490114558239755,-9.265068770551247 
 10/19  06:00:00,-10.8875,-2.4299165932815418,-4.295134625105133,2.1887332771457168,-3.7865330687988218 
 10/19  07:00:00,-7.125000000000001,11.521001167535849,6.799862496536347,5.013111878734145,8.865593288712674 
 10/19  08:00:00,-0.17499999999999994,27.78236486107405,20.25345281761286,7.446136668159125,23.90766361310839 
 10/19  09:00:00,5.8500000000000009,39.98064093388968,31.843812843732459,11.686569252452696,35.77951437393514 
 10/19  10:00:00,9.737499999999999,45.25237416574735,38.84058128190171,14.074088586247154,41.76141115744771 
 10/19  11:00:00,11.8375,44.62058667562708,40.794351117863858,15.728972798746499,42.14607351055366 
 10/19  12:00:00,13.15,42.235314565318038,41.085630529403449,16.61513005240346,41.23084943218379 
 10/19  13:00:00,14.1625,41.30308981844629,39.60872802671307,16.911368152701816,38.80432832561935 
 10/19  14:00:00,14.250000000000002,39.36240638491731,36.067267414181859,16.540783392686465,33.73702407593997 
 10/19  15:00:00,13.1,34.926452167077389,30.843433468189067,15.458444455890767,27.4219540109867 
 10/19  16:00:00,11.000000000000002,24.95646928625971,22.59738144668042,13.562244280675895,19.670081953850564 
